caseid,weight,sample,int_date,lang,cregion,state,usr,density,form,q1,q2a,q2b,q2c,q2e,q2f,q2gf1,q2hf2,q3,q4,q5a,q5b,q5c,q6,q7,q8,q9f1,q9f1_code1,q9f1_code2,q9f1_code3,q12a,q12b,q13,q16,q17,q18,q20f1,q21af2,q21bf2,q21cf2,q23,q24a,q24b,q24c,q24d,q24e,q24f,q25,q27,q28,q29,q30,q32,q33,q34,q35,q37,q38,q39,q40,q41,knosct14,knosct15,knosct16,knosct17,knosct18,knosct19,knosct_count,sexz,agerec,educ2,scideg,hisp,racecmb,race3m1,race3m2,race3m3,race3m4,racethn,birth_hisp,usborn,marital,parent,citizen,relig,chr,born,attend,income,reg,party,partyln,ideo,hh1,hh3,eminuse,intmob,ql1,ql1a,qc1
100351,2.0714285714285716,1,81514,1,4,6,S,5,1,1,3,2,1,2,2,3, ,3,1,1,1,1,1,1,2, , , , ,1,1,9,1,9,9,1, , , ,9,2,2,9,1,2,1,2,1,9,1,1,9,9,9,2,4,1,9,9,9,1,8,8,8,8,9,1,2,86,3, ,2,1,1, , , ,1, ,1,5,2, ,13, ,1,5,2,1,2, ,2,1, ,2,2,2, , 
100355,30.142857142857142,1,81514,1,4,41,U,4,2,2,2,3,2,2,2, ,4,3,1,2,1,1,1,1,1, , , , ,1,1,1,1,1,1, ,1,1, ,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,4,2,48,4, ,2,1,1, , , ,1, ,1,9,9, ,13, ,2,5,10,1,2, ,5,9,9,1,1,1, , 
100361,2.5,1,81514,1,4,6,U,2,1,2,3,1,4,4,4,4, ,2,1,2,2,2,1,1,2, , , , ,2,2,2,1,1,1,1, , , ,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,3,1,2,1,1,1,2,1,1,2,1,5,1,67,3, ,2,4,1,5, , ,4, ,1,1,2, ,12, , ,5,7,1,3,2,3,2,2,1,1,1, , 
100370,11.571428571428571,1,81614,1,1,9,S,3,1,2,9,2,3,3,4,3, ,3,1,1,1,1,2,1,2, , , , ,2,1,1,1,9,1,3, , , ,9,1,1,1,1,1,2,1,1,2,9,1,2,2,1,9,4,2,2,2,3,1,8,8,3,3,4,2,2,71,3, ,2,1,1, , , ,1, ,1,3,2, ,2, ,9,6,3,1,3,1,4,1, ,1,2,1, , 
100373,1.5714285714285714,1,81614,1,3,24,S,2,1,2,1,1,2,3,1,1, ,4,1,1,1,9,2,2,2, , , , ,1,1,1,1,2,1,3, , , ,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,4,1,2,1,1,1,1,1,2,3,1,3,1,89,6,2,2,1,1, , , ,1, ,1,5,2, ,1, ,1,2,6,1,1, ,2,1, ,2,2,1, , 
100378,2.4285714285714284,1,81614,1,2,39,S,5,1,2,2,2,3,4,4,2, ,1,1,1,1,2,2,2,2, , , , ,1,1,1,1,2,1,2, , , ,1,1,1,2,1,1,1,2,1,2,2,1,1,2,1,2,4,1,1,2,3,1,2,1,3,2,1,6,1,58,8,1,2,1,1, , , ,1, ,1,1,2, ,1, ,2,4,7,1,3,9,3,3,3,1,1,1, , 
100381,3.7142857142857144,1,81914,1,3,51,U,3,1,2,3,1,3,4,4,2, ,2,1,1,1,2,2,2,2, , , , ,1,1,2,2, ,2,1, , , ,2,1,1,2,1,2,1,1,1,2,1,1,2,2,2,1,4,1,2,1,3,1,2,1,3,2,1,6,1,39,5, ,2,1,1, , , ,1, ,1,6,2, ,3, ,2,2,4,1,3,9,3,5,2,1,1,1, , 
100383,2.9285714285714284,1,81914,1,3,12,U,3,2,2,2,2,3,2,2, ,4,3,2,1,1,1,1,1,1, , , , ,1,1,1,1,2,1, ,2, ,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,1,1,3,1,1,2,3,2,1,4,2,85,3, ,2,1,1, , , ,1, ,1,1,2, ,2, ,2,1,6,1,1, ,2,2,2,2,2,1, , 
100387,9.5,1,82214,1,3,51,S,4,2,2,1,1,4,3,3, ,2,3,1,1,1,2,1,1,2, , , , ,1,2,2,2, ,1, ,2, ,2,2,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,4,1,1,2,3,1,1,1,3,2,1,5,1,78,4, ,2,1,1, , , ,1, ,1,1,2, ,2, ,2,2,8,1,3,1,2,2,2,1,2,2,2, 
100423,1.2857142857142858,1,81614,1,3,12,S,4,2,2,2,2,2,2,2, ,1,1,1,1,1,1,2,1,1, , , , ,1,1,1,2, ,2, ,1,1, ,2,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,4,1,64,4, ,2,2,2, , , ,2, ,2,1,2,1,1, ,1,1,4,1,2, ,2,2,2,1,1,1, , 
100426,1.5714285714285714,1,81814,1,3,12,U,3,2,2,2,1,2,4,4, ,4,2,1,2,1,1,2,2,2, , , , ,1,1,2,1,2,1, ,1,2, ,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,4,2,2,2,3,1,2,1,3,2,1,6,1,54,6,2,2,1,1, , , ,1, ,1,1,1, ,1, ,1,5,6,1,4,2,3,3,2,1,1,1, , 
100441,4.357142857142857,1,81614,1,2,39,U,5,2,2,3,3,3,3,3, ,3,4,9,2,1,9,2,1,2, , , , ,2,2,2,2, ,2, ,1,2, ,2,2,1,1,1,2,1,2,1,9,1,1,2,2,2,2,4,2,2,2,3,1,8,8,8,8,8,1,2,68,3, ,2,1,1, , , ,1, ,1,5,2, ,1, ,9,2,4,3,3,9,2,1, ,2,2,1, , 
100447,2.0714285714285716,1,82014,2,1,36,U,5,2,2,3,1,2,2,1, ,1,3,1,9,1,1,1,1,2, , , , ,1,1,1,2, ,2, ,1,1, ,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,3,3,2,1,5,2,31,3, ,1,5,7, , , ,3,3, ,6,1,1,2, ,2,2,2,1,2, ,3,3,2,1,1,1, , 
100452,28.071428571428573,1,81614,1,1,36,S,3,2,1,2,2,2,9,2, ,2,2,1,1,1,1,1,1,2, , , , ,1,9,9,2, ,1, ,2, ,2,1,1,1,2,1,9,1,2,1,1,1,1,2,2,1,2,2,2,2,2,9,1,8,8,8,2,8,2,2,88,3, ,2,1,1, , , ,1, ,1,1,2, ,2, ,1,2,2,3,2, ,9,2,2,2,2,2,2, 
100454,7.857142857142857,1,81614,1,1,36,U,5,2,1,4,1,4,4,2, ,4,3,1,1,1,1,2,1,1, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,3,1,1,1,1,3,2,1,3,2,1,5,1,21,4, ,2,1,1, , , ,1, ,1,6,2, ,2, ,2,5,7,1,1, ,2,3,3,1,1,1, , 
100459,1.5,1,81614,1,3,12,S,4,1,1,2,2,3,3,3,3, ,1,1,1,1,1,2,9,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,1,1,1,9,2,2,1,2,1,9,1,1,1,1,4,1,1,3,1,1,2,1,3,2,1,6,1,72,6,2,2,1,1, , , ,1, ,1,1,2, ,5, , ,6,8,1,2, ,3,2,2,1,1,1, , 
100460,3,1,81914,1,1,9,S,4,1,2,2,2,2,4,3,2, ,2,1,2,1,1,1,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,2,1,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,1,1,3,1,1,1,3,2,1,5,2,52,8,2,2,1,1, , , ,1, ,1,1,1, ,1, ,2,4,9,1,2, ,3,3,2,1,1,1, , 
100463,4.357142857142857,1,81914,2,1,36,S,5,1,2,2,2,2,3,2,2, ,1,1,2,1,2,1,1,2, , , , ,1,1,2,1,2,1,2, , , ,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,3,2,2,1,1,1,1,8,3,2,1,4,2,36,3, ,1,5,7, , , ,3,3, ,1,2,2,2, ,2,4,4,3,3,2,4,4,4,1,1,1, , 
100504,1.5714285714285714,1,81614,1,2,39,S,4,1,1,3,3,3,3,3,3, ,1,1,2,2,2,2,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,2,2,3,1,2,1,3,2,1,6,2,99,6,1,2,9,9, , , ,9, ,9,1,1,9,99,9, ,4,9,3,2, ,2,4,2,1,1,1, , 
100510,2.2857142857142856,1,81614,1,3,51,U,1,2,9,2,1,1,2,3, ,3,1,1,1,1,1,2,1,2, , , , ,1,1,1,2, ,2, ,1,9, ,9,1,1,9,1,1,1,2,1,2,2,2,3,2,9,9,4,9,1,1,3,1,2,8,2,2,8,3,1,56,8,1,2,1,1, , , ,1, ,1,3,2, ,13, ,1,3,7,1,3,9,3,2,2,1,1,1, , 
100517,1.5714285714285714,1,81614,1,3,37,U,4,2,2,1,1,3,2,1, ,1,2,1,1,1,9,1,2,2, , , , ,2,2,2,2, ,2, ,2, ,2,2,1,1,1,2,1,1,2,1,1,1,9,2,2,2,1,4,1,2,1,3,1,8,1,1,2,1,4,2,80,6,2,2,1,1, , , ,1, ,1,1,2, ,1, ,1,1,6,1,1, ,2,2,2,1,2,1, , 
100518,11.071428571428571,1,81614,1,2,39,S,4,1,2,1,2,2,2,4,2, ,1,1,2,1,1,1,2,1,1,5,2, ,1,1,1,2, ,9,2, , , ,2,2,2,2,1,2,1,2,1,2,1,1,1,2,2,2,1,2,2,1,3,1,8,1,3,2,1,5,2,50,3, ,2,1,1, , , ,1, ,1,6,2, ,2, ,2,1,2,1,2, ,3,4,4,1,2,1, , 
100519,10.857142857142858,1,81614,1,3,21,S,4,2,2,2,1,2,2,3, ,3,1,1,1,1,1,2,2,1, , , , ,1,1,1,1,2,1, ,1,2, ,1,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,4,1,2,1,3,1,1,1,3,2,1,5,2,47,8,2,2,1,1, , , ,1, ,1,3,2, ,2, ,2,2,7,1,2, ,3,2,2,1,1,1, , 
100522,10.857142857142858,1,81614,1,3,12,S,2,1,2,3,3,4,9,9,4, ,4,2,2,2,9,2,1,2, , , , ,2,2,1,2, ,2,3, , , ,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,4,2,2,1,3,2,2,4,1,2,2,2,2,36,6,1,1,5,7, , , ,3,2, ,2,2, ,12, , ,6,5,1,4,9,2,2,2,1,1,2,2, 
100530,3.642857142857143,1,81914,1,1,36,U,5,1,2,3,3,3,3,3,2, ,2,1,2,1,2,1,1,1,1,50, , ,2,2,2,1,1,1,2, , , ,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2,1,1,2,1,3,2,1,6,1,50,9, ,1,9,9, , , ,3,1, ,9,9, ,12, , ,9,10,1,3,9,2,9,9,1,1,1, , 
100549,1.7857142857142858,1,81614,1,3,10,S,2,1,2,1,1,2,3,1,1, ,1,1,1,1,1,2,2,2, , , , ,2,1,2,1,1,2,1, , , ,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,4,1,1,2,3,1,2,1,2,2,1,5,1,83,8,2,2,1,1, , , ,1, ,1,1,2, ,1, ,2,3,7,1,1, ,2,2,2,1,1,1, , 
100552,30.142857142857142,1,82114,1,3,21,U,4,1,2,4,2,4,3,4,3, ,1,2,2,2,2,2,1,1,9,99, , ,1,2,1,2, ,2,2, , , ,2,2,2,2,2,2,2,1,2,2,2,2,9,2,2,2,3,2,2,2,1,1,1,3,1,2,1,3,2,53,2, ,2,1,1, , , ,1, ,1,4,2, ,2, ,1,3,2,3,2, ,3,3,3,1,1,2,2, 
100558,20.714285714285715,1,81614,1,2,26,S,3,2,2,4,9,4,4,2, ,4,1,1,1,1,1,1,1,1, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,3,2,2,2,3,1,2,1,3,2,1,6,1,41,5, ,2,1,1, , , ,1, ,1,3,1, ,2, ,1,5,5,1,2, ,3,7,3,1,1,1, , 
100560,30.142857142857142,1,81614,1,1,25,U,2,1,9,3,1,3,4,2,4, ,1,1,9,9,9,1,2,2, , , , ,1,1,1,1,1,2,2, , , ,2,2,2,2,2,2,2,9,1,1,1,1,1,2,9,2,1,9,1,1,3,1,2,1,2,2,2,4,2,50,4, ,2,1,1, , , ,1, ,1,4,2, ,1, ,1,4,2,1,2, ,2,2,2,1,1,1, , 
100562,10.071428571428571,1,81614,1,1,25,U,4,2,2,2,1,2,3,2, ,4,2,1,1,1,1,2,2,2, , , , ,1,1,2,1,1,1, ,1,2, ,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,4,1,1,2,3,1,2,1,3,2,1,6,2,58,8,2,2,1,1, , , ,1, ,2,1,2,1,5, , ,4,10,1,3,1,3,4,4,1,1,1, , 
100565,2,1,81914,1,1,36,U,5,2,1,2,1,3,3,1, ,4,2,1,1,1,2,1,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,2,2,1,2,1,2,1,2,1,1,2,2,2,2,3,1,2,2,1,1,8,1,8,2,1,4,2,60,4, ,2,1,1, , , ,1, ,2,3,2,1,5, , ,5,7,1,2, ,3,1, ,1,1,1, , 
100569,1.6428571428571428,1,81614,1,3,24,S,4,2,2,3,3,4,4,3, ,3,1,1,1,1,1,1,1,1, , , , ,1,1,2,2, ,2, ,2, ,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,3,1,2,1,3,3,8,4,2,59,6,2,2,1,1, , , ,1, ,1,9,9, ,2, ,2,3,10,1,1, ,2,9,9,1,1,1, , 
100575,2.142857142857143,1,81614,1,3,37,U,4,1,1,3,2,2,4,4,2, ,1,1,3,3,1,1,1,1,9,99, , ,1,1,1,1,1,1,2, , , ,1,2,2,2,2,2,9,2,1,2,1,1,1,2,1,2,1,9,2,2,1,1,2,8,2,2,1,4,1,49,8,1,2,1,1, , , ,1, ,1,1,2, ,12, , ,5,9,1,3,2,4,1, ,1,1,1, , 
100576,1.3571428571428572,1,81614,1,3,37,R,1,2,2,4,3,3,4,3, ,2,1,1,1,1,1,1,2,2, , , , ,1,1,1,2, ,2, ,1,2, ,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,1,3,1,2,1,3,1,2,1,3,2,1,6,2,52,6,1,2,1,1, , , ,1, ,1,3,2, ,1, ,1,1,3,1,3,1,2,1, ,1,1,1, , 
100580,6.571428571428571,1,81614,1,3,12,U,4,2,1,2,1,1,1,1, ,2,2,1,1,1,1,1,1,2, , , , ,1,1,1,1,2,1, ,1,2, ,1,2,1,1,1,9,1,1,1,1,1,1,2,2,2,1,3,1,1,1,2,1,2,1,3,2,2,5,2,46,5, ,2,1,1, , , ,1, ,2,1,1,1,1, ,2,3,8,1,1, ,3,3,2,1,1,1, , 
100589,3.2857142857142856,1,81614,1,1,36,S,5,1,2,3,2,3,3,2,2, ,2,1,1,1,2,2,1,2, , , , ,1,1,2,1,1,2,2, , , ,1,2,2,1,1,1,2,2,2,2,1,1,2,2,2,1,3,1,1,2,3,1,2,1,3,2,1,6,1,52,6,1,2,1,1, , , ,1, ,1,6,2, ,2, ,2,5,5,3,3,1,3,1, ,1,1,1, , 
100601,30.142857142857142,1,81614,1,1,36,R,1,1,2,3,2,3,4,4,4, ,2,2,2,2,2,1,1,2, , , , ,2,2,1,1,1,1,2, , , ,1,1,2,1,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,1,3,1,1,1,1,2,1,4,2,58,3, ,2,1,1, , , ,1, ,1,1,1, ,2, ,2,5,5,1,9,1,3,4,2,1,1,1, , 
100603,11.071428571428571,1,82114,1,3,24,U,5,2,9,3,3,3,3,3, ,3,2,2,2,1,9,3,2,2, , , , ,1,1,1,2, ,1, ,1,2, ,9,2,1,2,2,9,2,2,1,1,1,1,9,1,9,2,1,9,1,1,9,2,8,4,1,2,3,1,2,50,3, ,2,2,2, , , ,2, ,1,6,2, ,1, ,1,2,1,1,2, ,2,3,2,2,2,2,2, 
100611,1,1,81614,1,2,29,U,5,2,2,2,2,3,3,3, ,3,2,1,1,2,1,1,1,2, , , , ,1,1,1,2, ,1, ,1,2, ,2,1,1,1,1,1,2,2,1,9,1,1,2,2,1,2,2,2,2,2,3,2,1,8,1,2,3,1,1,70,4, ,2,2,2, , , ,2, ,1,5,2, ,1, ,1,4,2,1,2, ,2,1, ,2,2,1, , 
100617,1.8571428571428572,1,81614,1,3,28,R,1,2,1,3,3,2,1,3, ,2,4,1,1,9,9,2,2,2, , , , ,1,1,2,1,2,1, ,1,2, ,1,1,2,2,2,1,2,2,2,1,1,2,1,2,2,2,4,1,2,1,3,3,2,4,1,1,8,1,2,90,2, ,9,1,1, , , ,1, ,1,5,2, ,1, ,1,2,2,1,2, ,2,1, ,2,2,1, , 
100621,2.9285714285714284,1,81614,1,3,48,U,4,2,2,2,2,3,3,2, ,2,2,1,1,1,1,2,2,2, , , , ,1,1,2,2, ,1, ,1,2, ,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,1,2,1,3,1,2,1,3,2,1,6,2,40,6,2,2,1,1, , , ,1, ,1,1,2, ,2, ,1,4,6,1,1, ,2,2,2,1,1,1, , 
100622,3.357142857142857,1,81614,1,2,17,U,3,2,2,3,2,3,3,4, ,3,2,1,1,1,1,2,2,2, , , , ,2,2,2,2, ,2, ,2, ,2,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,4,1,1,1,3,1,1,1,3,2,1,5,2,75,8,1,2,1,1, , , ,1, ,1,1,2, ,1, ,2,2,10,1,1, ,1,2,2,1,2,1, , 
100629,2.4285714285714284,1,81614,1,3,48,U,2,2,9,3,4,3,3,3, ,3,3,2,2,1,1,1,1,2, , , , ,1,1,2,1,1,2, ,1,2, ,1,2,1,2,2,1,2,2,2,1,1,1,9,2,2,2,4,2,2,2,3,3,1,4,1,2,1,2,1,75,2, ,1,1,1, , , ,3,1, ,1,2, ,2, ,2,4,4,1,1, ,3,2,2,2,2,1, , 
100630,26.857142857142858,1,82014,1,2,29,R,1,2,1,2,1,2,3,3, ,3,2,1,2,1,1,1,2,2, , , , ,9,1,1,1,2,1, ,2, ,1,1,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,4,2,1,1,1,3,1,1,2,2,1,3,1,99,4, ,2,1,1, , , ,1, ,1,1,2, ,1, ,2,3,10,1,4,9,3,2,2,1,1,2,1, 
100634,9,1,82014,1,3,28,R,1,1,2,4,4,4,4,4,3, ,2,1,2,2,1,1,1,2, , , , ,2,2,2,1,2,2,2, , , ,2,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,4,2,2,1,3,8,8,8,3,1,8,1,2,64,3, ,2,2,2, , , ,2, ,1,5,1, ,1, ,1,5,10,1,3,9,3,4,2,2,2,2,2, 
100637,3.2857142857142856,1,82114,1,2,17,U,5,1,1,1,2,3,4,4,1, ,2,2,2,1,1,1,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,2,3,1,2,1,3,2,1,6,1,34,3, ,2,1,1, , , ,1, ,2,1,1,1,5, , ,4,9,1,2, ,3,3,2,1,1,1, , 
100647,3.142857142857143,1,82314,1,3,48,R,1,2,2,3,2,4,4,4, ,4,1,2,2,1,2,9,1,2, , , , ,1,1,1,1,9,9, ,2, ,1,2,2,2,2,2,1,2,1,9,1,2,2,2,2,2,2,1,2,1,1,3,1,8,8,8,2,1,3,1,61,4, ,2,4,1,2,3, ,4, ,1,1,2, ,6, , ,2,10,1,4,9,4,3,3,1,1,1, , 
100651,2.142857142857143,1,81614,1,3,48,U,5,1,2,2,1,2,3,1,1, ,2,1,1,1,1,2,2,2, , , , ,1,1,2,1,1,1,1, , , ,2,2,1,1,1,1,1,1,9,2,1,2,2,2,2,1,2,1,1,1,3,1,2,1,3,2,1,6,1,78,8,1,2,1,1, , , ,1, ,1,3,2, ,1, ,2,1,4,1,1, ,2,1, ,1,2,2, , 
100655,10.857142857142858,1,81614,1,2,27,S,5,1,1,2,2,2,2,3,3, ,1,1,1,1,1,1,2,2, , , , ,1,1,1,1,2,1,1, , , ,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,2,2,1,3,1,2,1,3,2,1,6,1,36,6,1,2,1,1, , , ,1, ,1,1,1, ,1, ,2,3,8,1,3,2,3,3,2,1,1,1, , 
100662,1.9285714285714286,1,81614,1,2,17,U,4,2,2,2,2,2,4,9, ,3,2,1,1,1,2,1,1,2, , , , ,1,1,1,1,2,2, ,1,1, ,1,1,1,2,1,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,3,1,8,1,3,2,1,5,1,72,3, ,2,1,1, , , ,1, ,1,3,2, ,10, , ,6,10,1,2, ,3,1, ,1,2,1, , 
100663,2.357142857142857,1,81814,1,3,47,U,4,2,2,3,4,4,4,3, ,4,2,1,1,1,1,2,2,1, , , , ,1,1,1,2, ,1, ,1,1, ,1,2,2,2,1,2,1,2,1,2,1,2,1,2,2,2,4,1,1,2,2,1,1,4,2,1,2,1,2,46,3, ,2,2,2, , , ,2, ,1,3,1, ,1, ,2,3,3,1,2, ,3,3,1,1,1,2,1, 
100668,6.714285714285714,1,81614,1,2,55,U,5,1,2,3,1,2,3,2,1, ,1,1,1,1,1,1,2,2, , , , ,1,1,2,2, ,2,3, , , ,2,2,2,2,1,1,2,1,1,1,1,1,2,2,1,1,2,1,2,1,3,1,1,1,3,2,1,5,2,53,4, ,2,3,3, , , ,4, ,1,1,2, ,1, ,1,1,5,1,1, ,3,2,2,1,1,1, , 
100670,3.4285714285714284,1,81914,1,2,17,S,3,1,2,1,1,2,2,3,1, ,2,1,1,1,1,1,2,2, , , , ,1,1,2,1,1,1,1, , , ,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,4,1,1,2,3,1,2,1,3,2,1,6,1,75,8,2,2,1,1, , , ,1, ,1,5,2, ,1, ,2,3,6,1,3,1,3,1, ,1,1,1, , 
100672,1.5714285714285714,1,81614,1,3,40,U,4,2,1,2,2,2,3,1, ,2,1,1,1,1,1,1,2,2, , , , ,1,1,2,1,1,1, ,1,1, ,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,3,1,2,1,3,2,1,6,2,61,8,2,2,5,5, , , ,4, ,1,6,2, ,13, ,2,1,2,1,1, ,3,1, ,1,1,1, , 
100683,16.142857142857142,1,81614,1,2,17,R,1,2,2,3,2,3,2,3, ,3,3,1,1,1,1,1,2,1, , , , ,1,1,1,2, ,2, ,1,1, ,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,4,2,2,1,3,1,8,8,2,3,1,2,2,57,3, ,2,1,1, , , ,1, ,1,1,2, ,1, ,2,2,7,1,3,2,3,3,3,1,2,1, , 
100684,8.642857142857142,1,81914,1,2,20,U,3,2,9,3,9,9,3,3, ,3,3,1,1,9,1,9,2,2, , , , ,9,1,1,9, ,9, ,1,1, ,9,2,2,9,9,9,9,2,9,1,1,1,9,2,1,2,3,2,2,2,9,8,9,8,1,9,8,0,1,40,6,1,2,3,3, , , ,4, ,2,1,1,2,8, , ,5,8,3,9,9,4,4,2,1,1,1, , 
100687,1.5714285714285714,1,81614,1,2,29,S,4,2,2,1,2,3,3,3, ,3,2,1,1,1,1,1,2,2, , , , ,1,1,1,2, ,9, ,1,1, ,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,3,1,4,1,2,1,2,1,62,4, ,2,2,2, , , ,2, ,1,3,2, ,1, ,1,2,4,1,2, ,3,1, ,1,1,1, , 
100691,13.5,1,82014,1,3,22,S,1,1,2,2,2,4,2,2,4, ,1,2,2,2,2,1,2,2, , , , ,1,1,1,1,1,2,3, , , ,2,2,1,2,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,1,3,1,2,1,3,2,1,6,1,59,5, ,2,1,1, , , ,1, ,1,2,2, ,2, ,1,2,8,1,3,9,3,2,3,1,1,1, , 
100697,2,1,81614,1,2,17,S,5,2,2,9,2,2,4,2, ,3,1,1,2,1,1,1,2,2, , , , ,1,1,1,2, ,2, ,1,2, ,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,3,1,2,1,3,2,1,6,2,32,3, ,1,1,1, , , ,3,1, ,1,1, ,1, ,1,1,5,3,3,1,1,6,2,1,1,1, , 
100700,1,1,81814,1,2,18,S,4,2,9,2,1,2,2,3, ,2,2,1,1,1,1,1,1,1, , , , ,9,9,1,1,1,1, ,2, ,1,1,1,2,9,1,1,1,9,1,2,9,2,1,2,2,2,4,1,9,2,3,1,2,2,3,2,1,5,1,63,6,2,2,1,1, , , ,1, ,1,3,2, ,12, , ,6,10,1,3,1,2,1, ,1,2,1, , 
100711,8,1,81614,1,2,29,U,2,1,2,3,1,1,3,1,2, ,4,1,1,1,1,1,1,1,1,10,8, ,2,2,1,2, ,2,2, , , ,2,2,9,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,3,3,9,8,3,2,8,2,2,65,4, ,2,1,1, , , ,1, ,1,3,2, ,1, ,1,4,5,1,2, ,3,1, ,1,2,1, , 
100716,13.071428571428571,1,81914,1,1,25,S,4,2,2,2,1,2,3,2, ,3,3,1,2,2,1,2,1,2, , , , ,1,1,2,1,9,9, ,2, ,2,2,2,1,2,1,1,2,1,1,2,1,2,9,2,1,2,4,2,2,2,3,3,2,2,1,1,8,1,2,80,3, ,2,1,1, , , ,1, ,1,1,2, ,2, ,2,3,4,1,2, ,3,2,2,2,2,1, , 
100722,2.0714285714285716,1,81614,1,3,47,U,4,1,9,3,1,3,3,3,3, ,2,1,1,1,9,1,1,2, , , , ,1,1,1,2, ,1,2, , , ,1,9,2,9,1,2,9,2,1,1,9,1,9,9,9,9,2,9,2,1,3,8,8,1,8,2,1,3,1,67,5, ,2,2,2, , , ,2, ,1,1,2, ,12, , ,5,7,1,2, ,3,2,2,1,1,1, , 
100734,4.428571428571429,1,81614,1,3,10,S,4,1,2,2,1,1,3,1,2, ,1,1,1,1,1,2,1,1,1,98, , ,1,1,1,1,1,9,2, , , ,1,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,3,1,8,4,3,2,1,4,1,56,8,2,2,2,2, , , ,2, ,1,1,2, ,1, ,1,1,6,1,2, ,3,2,2,1,1,1, , 
100738,4.428571428571429,1,81714,1,4,35,S,3,2,2,2,3,3,4,3, ,4,2,1,2,1,2,1,2,2, , , , ,1,1,1,1,2,1, ,1,1, ,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,3,1,1,8,3,2,1,4,2,65,6,2,1,1,1, , , ,3,3, ,1,2,1,7, , ,5,9,1,2, ,5,2,2,1,1,1, , 
100744,1.9285714285714286,1,81914,1,4,4,S,3,2,2,3,3,4,9,4, ,4,4,2,2,2,2,1,1,2, , , , ,2,2,1,1,1,2, ,1,1, ,2,2,1,2,2,1,2,1,1,1,2,1,2,2,1,1,4,9,2,9,9,1,8,8,3,2,8,3,2,61,4, ,2,1,1, , , ,1, ,1,6,2, ,99,1,9,5,2,3,4,9,9,1, ,1,2,1, , 
100749,3.7142857142857144,1,81614,1,4,8,S,1,1,2,3,2,3,4,3,2, ,1,1,2,1,2,2,1,2, , , , ,2,2,2,1,1,1,2, , , ,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,3,2,1,6,2,43,6,1,2,4,3,1, , ,4, ,1,1,1, ,7, , ,4,8,1,3,9,3,4,2,1,1,1, , 
